RT,Syllable,Position,Block,Subject,Condition,Trial
0.502,fe,1,3,27,1,10
0.497,fe,1,3,27,1,40
0.635,ko,3,3,27,1,6
0.668,ko,3,3,27,1,18
0.47,ko,3,3,27,1,30
0.521,ko,3,3,27,1,42
0.515,ti,2,3,27,1,5
0.582,ti,2,3,27,1,11
0.575,ti,2,3,27,1,32
0.761,ti,2,3,27,1,39
0.596,ni,3,3,27,1,18
0.632,ni,3,3,27,1,27
0.845,ni,3,3,27,1,37
0.594,ni,3,3,27,1,42
0.584,re,1,3,27,1,7
0.598,re,1,3,27,1,19
0.59,re,1,3,27,1,31
0.664,ru,1,3,27,1,10
0.505,ru,1,3,27,1,25
0.543,ru,1,3,27,1,34
0.553,ru,1,3,27,1,40
0.504,ge,2,3,27,1,5
0.464,ge,2,3,27,1,17
0.546,ge,2,3,27,1,23
0.465,ge,2,3,27,1,35
0.557,su,3,3,27,1,12
0.51,su,3,3,27,1,21
0.632,su,3,3,27,1,36
0.546,su,3,3,27,1,42
0.39833,pu,2,1,28,1,8
0.432715,pu,2,1,28,1,14
0.498425,pu,2,1,28,1,20
0.416905,ta,1,1,28,1,4
0.4441,ta,1,1,28,1,16
0.45237,ta,1,1,28,1,25
0.46284,ta,1,1,28,1,31
0.50869,me,3,1,28,1,6
0.44962,me,3,1,28,1,18
0.53618,me,3,1,28,1,24
0.4663,me,3,1,28,1,36
0.48956,fe,1,1,28,1,10
0.610535,fe,1,1,28,1,19
0.47542,fe,1,1,28,1,34
0.477785,fe,1,1,28,1,40
0.446905,ko,3,1,28,1,6
0.432175,ko,3,1,28,1,18
0.44793,ko,3,1,28,1,30
0.452675,ko,3,1,28,1,42
0.43201,ti,2,1,28,1,11
0.486295,ti,2,1,28,1,23
0.56985,ti,2,1,28,1,29
0.450655,ti,2,1,28,1,44
0.43318,ni,3,1,28,1,9
0.46736,ni,3,1,28,1,30
0.51951,ni,3,1,28,1,36
0.57026,ni,3,1,28,1,42
0.51882,re,1,1,28,1,4
0.509685,re,1,1,28,1,13
0.449045,re,1,1,28,1,37
0.471545,fu,2,1,28,1,23
0.47588,fu,2,1,28,1,32
0.587695,fu,2,1,28,1,38
0.50769,fu,2,1,28,1,44
0.5206,ru,1,1,28,1,16
0.519215,ru,1,1,28,1,25
0.4894,ru,1,1,28,1,34
0.61814,ru,1,1,28,1,40
0.439535,ge,2,1,28,1,5
0.48337,ge,2,1,28,1,26
0.472335,ge,2,1,28,1,32
0.500385,ge,2,1,28,1,41
0.516345,su,3,1,28,1,6
0.535395,su,3,1,28,1,12
0.44291,su,3,1,28,1,33
0.51851,su,3,1,28,1,39
0.53128,ta,1,2,28,1,10
0.447605,ta,1,2,28,1,22
0.484825,ta,1,2,28,1,31
0.50464,ta,1,2,28,1,43
0.518955,ti,2,2,28,1,11
0.54551,ti,2,2,28,1,20
0.506365,ti,2,2,28,1,35
0.549565,ti,2,2,28,1,41
0.48252,me,3,2,28,1,6
0.54881,me,3,2,28,1,15
0.57559,me,3,2,28,1,21
0.474045,me,3,2,28,1,39
0.50739,pu,2,2,28,1,8
0.64032,pu,2,2,28,1,14
0.43349,pu,2,2,28,1,38
0.49427,pu,2,2,28,1,44
0.51512,su,3,2,28,1,6
0.483255,su,3,2,28,1,12
0.46523,su,3,2,28,1,33
0.50754,su,3,2,28,1,39
0.514975,ru,1,2,28,1,10
0.531555,ru,1,2,28,1,19
0.532295,ru,1,2,28,1,25
0.440655,ru,1,2,28,1,34
0.550095,ko,3,2,28,1,12
0.665475,ko,3,2,28,1,18
0.451145,ko,3,2,28,1,30
0.536005,ko,3,2,28,1,42
0.47657,re,1,2,28,1,7
0.456765,re,1,2,28,1,28
0.55011,re,1,2,28,1,37
0.85016,re,1,2,28,1,44
0.559255,ni,3,2,28,1,9
0.52544,ni,3,2,28,1,15
0.475125,ni,3,2,28,1,21
0.500455,ni,3,2,28,1,36
0.5825,ge,2,2,28,1,14
0.52668,ge,2,2,28,1,20
0.49302,ge,2,2,28,1,32
0.50104,ge,2,2,28,1,44
0.537455,fe,1,2,28,1,10
0.4865,fe,1,2,28,1,16
0.5136,fe,1,2,28,1,28
0.56679,fe,1,2,28,1,37
0.510595,me,3,3,28,1,15
0.47779,me,3,3,28,1,21
0.49982,me,3,3,28,1,33
0.484235,me,3,3,28,1,45
0.47219,ti,2,3,28,1,11
0.53465,ti,2,3,28,1,35
0.616485,ti,2,3,28,1,41
0.54946,ta,1,3,28,1,7
0.6534,ta,1,3,28,1,13
0.47395,pu,2,3,28,1,17
0.589065,pu,2,3,28,1,26
0.407275,pu,2,3,28,1,35
0.41713,pu,2,3,28,1,41
0.486435,ko,3,3,28,1,6
0.724405,ko,3,3,28,1,18
0.53911,ko,3,3,28,1,30
0.485355,ko,3,3,28,1,42
0.478205,fe,1,3,28,1,10
0.45026,fe,1,3,28,1,22
0.58269,fe,1,3,28,1,28
0.46942,fe,1,3,28,1,43
0.45453,ge,2,3,28,1,5
0.405285,ge,2,3,28,1,14
0.504725,ge,2,3,28,1,20
0.47386,ge,2,3,28,1,38
0.521635,ru,1,3,28,1,4
0.52141,ru,1,3,28,1,25
0.550375,ru,1,3,28,1,34
0.459945,ru,1,3,28,1,43
0.442715,su,3,3,28,1,6
0.48567,su,3,3,28,1,18
0.637985,su,3,3,28,1,24
0.44047,su,3,3,28,1,33
0.46961,re,1,3,28,1,13
0.535165,re,1,3,28,1,22
0.454145,re,1,3,28,1,31
0.482355,re,1,3,28,1,40
0.43407,ni,3,3,28,1,12
0.5599,ni,3,3,28,1,27
0.575525,ni,3,3,28,1,36
0.53392,ni,3,3,28,1,42
0.43308,fu,2,3,28,1,8
0.520705,fu,2,3,28,1,14
0.48487,fu,2,3,28,1,29
0.466775,fu,2,3,28,1,41
0.44139,ni,2,1,29,3,5
0.601675,ni,2,1,29,3,20
0.40885,ni,2,1,29,3,29
0.47691,ni,2,1,29,3,41
0.3545,fu,1,1,29,3,10
0.46142,fu,1,1,29,3,16
0.35897,fu,1,1,29,3,25
0.47218,fu,1,1,29,3,37
0.465955,re,3,1,29,3,6
0.452395,re,3,1,29,3,21
0.577335,re,3,1,29,3,30
0.435415,re,3,1,29,3,42
0.09932,ti,1,1,29,3,3
0.60475,ti,1,1,29,3,13
0.36934,ti,1,1,29,3,22
0.488285,ti,1,1,29,3,34
0.392375,ta,3,1,29,3,9
0.49833,ta,3,1,29,3,15
0.505015,ta,3,1,29,3,30
0.406165,ta,3,1,29,3,42
0.389435,su,2,1,29,3,5
0.38777,su,2,1,29,3,14
0.435685,su,2,1,29,3,20
0.470805,su,2,1,29,3,35
0.484455,ru,3,1,29,3,12
0.358745,ru,3,1,29,3,18
0.484665,ru,3,1,29,3,33
0.59378,ru,3,1,29,3,42
0.58417,ge,1,1,29,3,19
0.503365,ge,1,1,29,3,28
0.496495,ge,1,1,29,3,37
0.72171,ge,1,1,29,3,44
0.408475,ko,2,1,29,3,8
0.45064,ko,2,1,29,3,14
0.52762,ko,2,1,29,3,26
0.574715,ko,2,1,29,3,32
0.44092,pu,1,1,29,3,25
0.46917,pu,1,1,29,3,34
0.620525,pu,1,1,29,3,43
0.46946,me,2,1,29,3,20
0.537295,me,2,1,29,3,26
0.55229,me,2,1,29,3,35
0.657105,me,2,1,29,3,41
0.631375,fu,1,2,29,3,7
0.441245,fu,1,2,29,3,13
0.542085,fu,1,2,29,3,28
0.58367,fu,1,2,29,3,40
0.57263,su,2,2,29,3,5
0.45941,su,2,2,29,3,14
0.605485,su,2,2,29,3,20
0.971625,su,2,2,29,3,36
0.510585,re,3,2,29,3,12
0.520135,re,3,2,29,3,18
0.48298,re,3,2,29,3,27
0.571145,re,3,2,29,3,33
0.484055,ni,2,2,29,3,11
0.497005,ni,2,2,29,3,17
0.522125,ni,2,2,29,3,32
0.53815,ni,2,2,29,3,41
0.667355,fe,3,2,29,3,12
0.60097,fe,3,2,29,3,27
0.483035,fe,3,2,29,3,33
0.45685,pu,1,2,29,3,10
0.45818,pu,1,2,29,3,16
0.417715,pu,1,2,29,3,31
0.457955,pu,1,2,29,3,40
0.55527,ta,3,2,29,3,9
0.60181,ta,3,2,29,3,15
0.53831,ta,3,2,29,3,27
0.532735,ta,3,2,29,3,33
0.517165,ge,1,2,29,3,7
0.54912,ge,1,2,29,3,22
0.567035,ge,1,2,29,3,31
0.51576,ge,1,2,29,3,43
0.56708,ko,2,2,29,3,8
0.51583,ko,2,2,29,3,17
0.65393,ko,2,2,29,3,23
0.58251,ko,2,2,29,3,38
0.52216,ru,3,2,29,3,12
0.598375,ru,3,2,29,3,18
0.59351,ru,3,2,29,3,33
0.601825,ru,3,2,29,3,42
0.472185,me,2,2,29,3,14
0.61673,me,2,2,29,3,23
0.517815,me,2,2,29,3,35
0.434375,me,2,2,29,3,44
0.44168,ti,1,2,29,3,7
0.50723,ti,1,2,29,3,16
0.452435,ti,1,2,29,3,25
0.584605,ti,1,2,29,3,34
0.47132,re,3,3,29,3,12
0.490225,re,3,3,29,3,18
0.470215,re,3,3,29,3,27
0.593495,re,3,3,29,3,33
0.41457,su,2,3,29,3,5
0.527325,su,2,3,29,3,14
0.65564,su,2,3,29,3,20
0.5087,su,2,3,29,3,35
0.435905,fu,1,3,29,3,7
0.8073,fu,1,3,29,3,17
0.48873,fu,1,3,29,3,22
0.557135,fu,1,3,29,3,37
0.586765,ni,2,3,29,3,8
0.41498,ni,2,3,29,3,14
0.54895,ni,2,3,29,3,26
0.58718,ni,2,3,29,3,38
0.560255,ta,3,3,29,3,12
0.758025,ta,3,3,29,3,19
0.65048,ta,3,3,29,3,27
0.50574,ta,3,3,29,3,39
0.115495,ti,1,3,29,3,6
0.527565,ti,1,3,29,3,22
0.516995,ti,1,3,29,3,37
1.103915,ti,1,3,29,3,45
0.431715,me,2,3,29,3,5
0.449555,me,2,3,29,3,11
0.455605,me,2,3,29,3,35
0.552375,me,2,3,29,3,44
0.507115,pu,1,3,29,3,4
0.416775,pu,1,3,29,3,13
0.524505,pu,1,3,29,3,22
0.459365,pu,1,3,29,3,31
0.666755,fe,3,3,29,3,21
0.450225,fe,3,3,29,3,33
0.773315,fe,3,3,29,3,40
0.44883,ge,1,3,29,3,4
0.440385,ge,1,3,29,3,10
0.509575,ge,1,3,29,3,34
0.61503,ge,1,3,29,3,43
0.540775,ru,3,3,29,3,12
0.48473,ru,3,3,29,3,18
0.39158,ru,3,3,29,3,30
0.60096,ru,3,3,29,3,42
0.39389,ko,2,3,29,3,8
0.423875,ko,2,3,29,3,20
0.565645,ko,2,3,29,3,35
0.589765,ko,2,3,29,3,44
0.36933,ge,3,1,30,5,9
0.47834,ge,3,1,30,5,21
0.367395,ge,3,1,30,5,33
0.367095,ge,3,1,30,5,39
0.635175,fe,2,1,30,5,26
0.3507,ko,1,1,30,5,4
0.486625,ko,1,1,30,5,13
0.46377,ko,1,1,30,5,19
0.4811,ko,1,1,30,5,34
0.381295,ru,2,1,30,5,8
0.36349,ru,2,1,30,5,17
0.373585,ru,2,1,30,5,32
0.46877,ru,2,1,30,5,41
0.48675,fu,3,1,30,5,9
0.35183,fu,3,1,30,5,18
0.31495,fu,3,1,30,5,29
0.408925,fu,3,1,30,5,39
0.369195,su,1,1,30,5,4
0.400215,su,1,1,30,5,10
0.42817,su,1,1,30,5,34
0.500795,su,1,1,30,5,40
0.36802,re,2,1,30,5,14
0.40307,re,2,1,30,5,23
0.036555,re,2,1,30,5,31
0.387985,re,2,1,30,5,44
0.355345,ni,1,1,30,5,7
0.557775,ni,1,1,30,5,19
0.550935,ni,1,1,30,5,34
0.31777,ti,3,1,30,5,5
0.278475,ti,3,1,30,5,11
0.37908,ti,3,1,30,5,24
0.31274,ti,3,1,30,5,38
0.39751,me,1,1,30,5,7
0.662145,me,1,1,30,5,19
0.40042,me,1,1,30,5,31
0.471825,pu,3,1,30,5,9
0.54877,pu,3,1,30,5,27
0.21245,pu,3,1,30,5,35
0.351755,ta,2,1,30,5,5
0.395975,ta,2,1,30,5,35
0.40897,ru,2,2,30,5,20
0.62501,ru,2,2,30,5,26
0.395515,ru,2,2,30,5,35
0.32074,ko,1,2,30,5,3
0.375815,ko,1,2,30,5,13
0.46993,ko,1,2,30,5,22
0.47421,ko,1,2,30,5,28
0.408695,ge,3,2,30,5,18
0.483465,ge,3,2,30,5,27
0.415675,ge,3,2,30,5,36
0.409385,ge,3,2,30,5,45
0.359535,su,1,2,30,5,10
0.57867,su,1,2,30,5,16
0.469165,su,1,2,30,5,25
0.401255,su,1,2,30,5,34
0.411945,fu,3,2,30,5,15
0.30085,fu,3,2,30,5,23
0.415485,fu,3,2,30,5,33
0.408905,fu,3,2,30,5,39
0.35117,pu,3,2,30,5,12
0.615945,pu,3,2,30,5,27
0.40151,pu,3,2,30,5,33
0.373055,pu,3,2,30,5,45
0.3691,me,1,2,30,5,10
0.357165,me,1,2,30,5,22
0.50085,me,1,2,30,5,28
0.367065,me,1,2,30,5,43
0.19712,ta,2,2,30,5,13
0.398515,ta,2,2,30,5,32
0.57022,ni,1,2,30,5,4
0.053555,ni,1,2,30,5,12
0.31847,ni,1,2,30,5,18
0.430875,ni,1,2,30,5,40
0.359805,re,2,2,30,5,8
0.472125,re,2,2,30,5,20
0.293575,re,2,2,30,5,31
0.4331,re,2,2,30,5,38
0.43491,ti,3,2,30,5,9
0.499845,ti,3,2,30,5,18
0.46455,ti,3,2,30,5,24
0.386035,ti,3,2,30,5,42
0.404935,ko,1,3,30,5,13
0.44079,ko,1,3,30,5,25
0.63349,ko,1,3,30,5,34
0.466915,ko,1,3,30,5,43
0.385425,ge,3,3,30,5,18
0.35237,ge,3,3,30,5,27
0.3811,ge,3,3,30,5,36
0.29406,ge,3,3,30,5,44
0.397225,ru,2,3,30,5,11
0.42376,ru,2,3,30,5,17
0.409085,ru,2,3,30,5,23
0.462325,ru,2,3,30,5,38
0.3518,ti,3,3,30,5,9
0.555205,ti,3,3,30,5,30
0.96162,ti,3,3,30,5,37
0.381715,ti,3,3,30,5,45
0.475805,ni,1,3,30,5,7
0.37156,ni,1,3,30,5,19
0.44833,ni,1,3,30,5,25
0.400645,ni,1,3,30,5,37
0.383965,fu,3,3,30,5,6
0.41258,fu,3,3,30,5,15
0.46782,fu,3,3,30,5,21
0.402495,fu,3,3,30,5,33
0.51776,me,1,3,30,5,7
0.369055,me,1,3,30,5,19
0.371675,me,1,3,30,5,31
0.65971,me,1,3,30,5,37
0.371595,ta,2,3,30,5,14
0.483005,ta,2,3,30,5,26
0.58928,ta,2,3,30,5,44
0.395655,pu,3,3,30,5,6
0.31611,pu,3,3,30,5,14
0.313365,pu,3,3,30,5,20
0.54798,pu,3,3,30,5,42
0.061105,re,2,3,30,5,4
0.046145,re,2,3,30,5,19
0.29891,re,2,3,30,5,40
0.385685,su,1,3,30,5,4
0.485265,su,1,3,30,5,10
0.41631,su,1,3,30,5,34
0.52113,su,1,3,30,5,40
0.50042,ge,3,1,31,5,12
0.516305,ge,3,1,31,5,24
0.400055,ge,3,1,31,5,30
0.398155,ge,3,1,31,5,45
0.53773,ko,1,1,31,5,13
0.658885,ko,1,1,31,5,22
0.517015,ko,1,1,31,5,31
0.85025,ko,1,1,31,5,38
0.51887,ru,2,1,31,5,11
0.61888,ru,2,1,31,5,17
0.583465,ru,2,1,31,5,23
0.584045,ru,2,1,31,5,38
0.526775,fu,3,1,31,5,6
0.53416,fu,3,1,31,5,15
0.583565,fu,3,1,31,5,24
0.850895,fu,3,1,31,5,31
0.558995,su,1,1,31,5,4
0.59306,su,1,1,31,5,13
0.477565,su,1,1,31,5,31
0.467085,su,1,1,31,5,40
0.45529,re,2,1,31,5,8
0.51078,re,2,1,31,5,23
0.521175,re,2,1,31,5,29
0.48391,re,2,1,31,5,44
0.440055,ni,1,1,31,5,10
0.65098,ni,1,1,31,5,16
0.534185,ni,1,1,31,5,22
0.384945,ni,1,1,31,5,37
0.501715,ti,3,1,31,5,6
0.50102,ti,3,1,31,5,12
0.517875,ti,3,1,31,5,36
0.63299,ti,3,1,31,5,42
0.559125,me,1,1,31,5,16
0.617445,me,1,1,31,5,25
0.584665,me,1,1,31,5,34
0.71742,me,1,1,31,5,44
0.70352,pu,3,1,31,5,13
0.66706,pu,3,1,31,5,18
0.41623,pu,3,1,31,5,24
0.38928,pu,3,1,31,5,39
0.7275,ta,2,1,31,5,30
0.467025,ru,2,2,31,5,8
0.51083,ru,2,2,31,5,20
0.843885,ru,2,2,31,5,27
0.533545,ru,2,2,31,5,35
0.60256,ko,1,2,31,5,7
0.54937,ko,1,2,31,5,19
0.54011,ko,1,2,31,5,28
0.53396,ko,1,2,31,5,40
0.362415,ge,3,2,31,5,6
0.40748,ge,3,2,31,5,21
0.450045,ge,3,2,31,5,30
0.57723,ge,3,2,31,5,42
0.500645,su,1,2,31,5,4
0.535195,su,1,2,31,5,10
0.48382,su,1,2,31,5,34
0.60075,su,1,2,31,5,40
0.506045,fu,3,2,31,5,6
0.485605,fu,3,2,31,5,15
0.4819,fu,3,2,31,5,27
0.51716,fu,3,2,31,5,42
0.96651,pu,3,2,31,5,10
0.70101,pu,3,2,31,5,28
0.435615,pu,3,2,31,5,36
0.524775,me,1,2,31,5,4
0.506555,me,1,2,31,5,19
0.600375,me,1,2,31,5,31
0.58403,me,1,2,31,5,40
0.966545,ta,2,2,31,5,6
0.466505,ta,2,2,31,5,23
0.433175,ta,2,2,31,5,29
0.424615,ni,1,2,31,5,7
0.592675,ni,1,2,31,5,19
0.59721,ni,1,2,31,5,25
0.44796,ni,1,2,31,5,34
0.56133,re,2,2,31,5,20
0.467285,re,2,2,31,5,26
0.525585,re,2,2,31,5,35
0.622955,re,2,2,31,5,44
0.45,ti,3,2,31,5,6
0.436705,ti,3,2,31,5,12
0.46065,ti,3,2,31,5,24
0.490555,ti,3,2,31,5,39
0.53425,ko,1,3,31,5,4
0.53424,ko,1,3,31,5,13
0.5672,ko,1,3,31,5,19
0.539615,ko,1,3,31,5,34
0.58367,ge,3,3,31,5,12
0.394975,ge,3,3,31,5,18
0.42276,ge,3,3,31,5,36
0.425035,ge,3,3,31,5,45
0.70037,ru,2,3,31,5,12
0.79595,ru,2,3,31,5,24
0.566905,ru,2,3,31,5,32
0.5685,ru,2,3,31,5,38
0.66718,ti,3,3,31,5,9
0.46009,ti,3,3,31,5,30
0.550255,ti,3,3,31,5,36
0.423555,ti,3,3,31,5,45
0.67885,ni,1,3,31,5,4
0.401895,ni,1,3,31,5,13
0.276655,ni,1,3,31,5,18
0.622595,ni,1,3,31,5,40
0.56707,fu,3,3,31,5,6
0.60837,fu,3,3,31,5,15
0.515845,fu,3,3,31,5,24
0.51015,fu,3,3,31,5,30
0.540375,me,1,3,31,5,13
0.502635,me,1,3,31,5,22
0.60847,me,1,3,31,5,31
0.840775,me,1,3,31,5,44
0.573405,pu,3,3,31,5,9
0.406565,pu,3,3,31,5,21
0.594135,pu,3,3,31,5,27
0.813305,pu,3,3,31,5,37
0.66902,re,2,3,31,5,20
0.475145,re,2,3,31,5,26
0.466695,re,2,3,31,5,35
0.357015,re,2,3,31,5,44
1.050735,su,1,3,31,5,6
0.561875,su,1,3,31,5,13
0.66115,su,1,3,31,5,31
0.63329,su,1,3,31,5,40
0.5572,ru,2,1,32,5,8
0.461265,ru,2,1,32,5,17
0.536805,ru,2,1,32,5,32
0.66073,ru,2,1,32,5,41
0.520035,ko,1,1,32,5,7
0.53594,ko,1,1,32,5,19
0.485815,ko,1,1,32,5,28
0.45566,ko,1,1,32,5,40
0.53401,ge,3,1,32,5,18
0.514885,ge,3,1,32,5,27
0.46558,ge,3,1,32,5,36
0.40107,ge,3,1,32,5,45
0.467275,su,1,1,32,5,7
0.544645,su,1,1,32,5,16
0.45267,su,1,1,32,5,22
0.407445,su,1,1,32,5,40
0.573835,fu,3,1,32,5,6
0.536195,fu,3,1,32,5,15
0.53775,fu,3,1,32,5,21
0.635645,fu,3,1,32,5,33
0.50627,fe,2,1,32,5,5
0.850715,fe,2,1,32,5,15
0.590595,fe,2,1,32,5,32
0.55517,fe,2,1,32,5,41
0.72441,pu,3,1,32,5,10
1.190955,pu,3,1,32,5,29
0.50438,pu,3,1,32,5,39
0.43632,me,1,1,32,5,16
0.505315,me,1,1,32,5,25
0.454395,me,1,1,32,5,34
0.491255,me,1,1,32,5,43
0.583585,ta,2,1,32,5,5
0.50661,ta,2,1,32,5,14
0.48809,ta,2,1,32,5,26
0.456185,ta,2,1,32,5,41
0.648405,ni,1,1,32,5,7
0.515355,ni,1,1,32,5,16
0.520945,ni,1,1,32,5,31
0.53627,ni,1,1,32,5,40
0.52493,re,2,1,32,5,5
0.091125,re,2,1,32,5,19
0.48471,re,2,1,32,5,32
0.617015,re,2,1,32,5,41
0.509635,ti,3,1,32,5,12
0.578775,ti,3,1,32,5,24
0.857105,ti,3,1,32,5,31
0.541345,ti,3,1,32,5,45
0.46916,ge,3,2,32,5,15
0.53618,ge,3,2,32,5,24
0.52495,ge,3,2,32,5,33
0.45088,ge,3,2,32,5,45
0.717585,fe,2,2,32,5,12
0.70101,fe,2,2,32,5,24
0.568405,fe,2,2,32,5,44
0.56802,ko,1,2,32,5,7
0.526555,ko,1,2,32,5,16
0.57653,ko,1,2,32,5,28
0.61496,ko,1,2,32,5,37
0.54306,ru,2,2,32,5,8
0.594875,ru,2,2,32,5,20
0.55265,ru,2,2,32,5,44
0.6576,fu,3,2,32,5,6
0.55645,fu,3,2,32,5,15
0.61793,su,1,2,32,5,4
0.57059,su,1,2,32,5,10
0.51405,su,1,2,32,5,34
0.578795,su,1,2,32,5,40
0.535715,re,2,2,32,5,11
0.577315,re,2,2,32,5,17
0.521235,re,2,2,32,5,35
0.541935,re,2,2,32,5,44
0.517145,ni,1,2,32,5,10
0.655095,ni,1,2,32,5,25
0.484845,ni,1,2,32,5,43
0.74203,ti,3,2,32,5,7
0.550835,ti,3,2,32,5,18
0.536175,ti,3,2,32,5,30
0.53191,ti,3,2,32,5,42
0.63683,me,1,2,32,5,4
0.551075,me,1,2,32,5,19
0.88404,me,1,2,32,5,29
0.601445,me,1,2,32,5,40
0.638935,pu,3,2,32,5,9
0.65078,pu,3,2,32,5,21
0.572515,pu,3,2,32,5,39
0.617265,ta,2,2,32,5,8
0.46589,ta,2,2,32,5,17
0.535275,ta,2,2,32,5,29
0.500755,ta,2,2,32,5,38
0.528315,ko,1,3,32,5,4
0.474785,ko,1,3,32,5,13
0.500835,ko,1,3,32,5,25
0.567135,ko,1,3,32,5,40
0.50501,fe,2,3,32,5,5
0.79087,fe,2,3,32,5,12
0.608595,fe,2,3,32,5,35
0.59307,fe,2,3,32,5,41
0.499475,ge,3,3,32,5,18
0.620945,ge,3,3,32,5,27
0.48363,ge,3,3,32,5,36
0.519835,ge,3,3,32,5,45
0.71811,ru,2,3,32,5,9
0.575405,ru,2,3,32,5,20
1.18207,ru,2,3,32,5,28
0.56851,ru,2,3,32,5,35
0.58484,ti,3,3,32,5,6
0.44536,ti,3,3,32,5,15
0.48308,ti,3,3,32,5,33
0.488305,ti,3,3,32,5,42
0.48812,ni,1,3,32,5,10
0.48377,ni,1,3,32,5,25
0.59473,ni,1,3,32,5,31
0.537465,ni,1,3,32,5,43
0.66986,fu,3,3,32,5,24
0.506665,fu,3,3,32,5,33
0.46655,me,1,3,32,5,7
0.521855,me,1,3,32,5,22
0.82014,me,1,3,32,5,29
0.508605,me,1,3,32,5,43
0.41088,ta,2,3,32,5,14
0.48352,ta,2,3,32,5,23
0.483975,ta,2,3,32,5,29
0.509375,pu,3,3,32,5,9
0.584805,pu,3,3,32,5,36
0.268825,re,2,3,32,5,7
0.59638,re,2,3,32,5,20
0.60066,re,2,3,32,5,32
0.578315,su,1,3,32,5,4
0.56784,su,1,3,32,5,13
0.606265,su,1,3,32,5,31
0.845815,su,1,3,32,5,41
0.525034999,pu,2,1,33,1,11
0.600949999,pu,2,1,33,1,26
0.446865,pu,2,1,33,1,35
1.190374999,ta,1,1,33,1,9
0.81573,ta,1,1,33,1,14
0.643424999,ta,1,1,33,1,40
0.701235,me,3,1,33,1,7
0.700549999,me,3,1,33,1,19
0.722545,me,3,1,33,1,31
0.562709999,me,3,1,33,1,42
0.53685,fe,1,1,33,1,4
0.469155,fe,1,1,33,1,16
0.4035,fe,1,1,33,1,22
0.501359999,fe,1,1,33,1,31
0.605005,ko,3,1,33,1,9
0.884419999,ko,3,1,33,1,16
0.509425,ko,3,1,33,1,30
0.804045,ko,3,1,33,1,43
0.564075,ti,2,1,33,1,5
0.566459999,ti,2,1,33,1,23
0.600185,ti,2,1,33,1,29
0.787734999,ti,2,1,33,1,39
0.563750001,ni,3,1,33,1,12
0.568439999,ni,3,1,33,1,21
0.606345,ni,3,1,33,1,27
0.72136,ni,3,1,33,1,37
0.610330001,re,1,1,33,1,4
0.609909999,re,1,1,33,1,16
0.882084999,re,1,1,33,1,23
0.887805,re,1,1,33,1,35
0.81803,fu,2,1,33,1,21
0.651975,fu,2,1,33,1,26
0.52441,ru,1,1,33,1,4
0.632935,ru,1,1,33,1,25
0.98507,ru,1,1,33,1,35
0.84876,ru,1,1,33,1,44
0.601039999,ge,2,1,33,1,8
0.60512,ge,2,1,33,1,14
0.673105,ge,2,1,33,1,20
0.37012,ge,2,1,33,1,32
0.560314999,su,3,1,33,1,12
1.118865,su,3,1,33,1,20
0.633939999,su,3,1,33,1,30
0.48662,su,3,1,33,1,39
0.625554999,ta,1,2,33,1,22
0.588995,ta,1,2,33,1,31
0.725494999,ta,1,2,33,1,38
0.52299,ta,1,2,33,1,43
0.592624999,ti,2,2,33,1,5
0.64979,ti,2,2,33,1,11
0.61069,ti,2,2,33,1,35
0.55454,ti,2,2,33,1,44
0.723200001,me,3,2,33,1,10
0.634315001,me,3,2,33,1,30
0.56978,me,3,2,33,1,45
0.836635,pu,2,2,33,1,9
0.639985,pu,2,2,33,1,14
0.58187,pu,2,2,33,1,20
0.416935001,pu,2,2,33,1,35
0.600925,su,3,2,33,1,18
0.584655001,su,3,2,33,1,30
0.958814999,su,3,2,33,1,40
0.832930001,ru,1,2,33,1,8
0.74235,ru,1,2,33,1,14
0.56753,ru,1,2,33,1,25
0.717135,ru,1,2,33,1,35
0.53516,ko,3,2,33,1,12
0.568049999,ko,3,2,33,1,24
0.573680001,ko,3,2,33,1,33
0.714899999,ko,3,2,33,1,46
0.625449999,re,1,2,33,1,28
0.516419999,fu,2,2,33,1,11
0.815269999,fu,2,2,33,1,33
0.535475001,ni,3,2,33,1,6
0.54863,ni,3,2,33,1,27
0.703554999,ni,3,2,33,1,37
0.64858,ni,3,2,33,1,45
0.53325,ge,2,2,33,1,5
0.675410001,ge,2,2,33,1,17
0.64821,ge,2,2,33,1,29
0.531754999,ge,2,2,33,1,41
0.70138,fe,1,2,33,1,5
0.59681,me,3,3,33,1,6
0.568520001,me,3,3,33,1,18
0.603835001,me,3,3,33,1,24
0.54809,me,3,3,33,1,36
0.620575001,ti,2,3,33,1,5
0.61529,ti,2,3,33,1,11
0.623515001,ti,2,3,33,1,44
1.020264999,ta,1,3,33,1,8
0.865960001,ta,1,3,33,1,20
0.972639999,ta,1,3,33,1,26
0.833915,ta,1,3,33,1,38
0.581904999,pu,2,3,33,1,17
0.817035,pu,2,3,33,1,27
0.701110001,pu,2,3,33,1,42
0.66598,ko,3,3,33,1,6
0.53814,ko,3,3,33,1,18
0.631930001,ko,3,3,33,1,30
0.821659999,ko,3,3,33,1,43
0.515685,fe,1,3,33,1,10
0.559680001,ge,2,3,33,1,14
0.56868,ge,2,3,33,1,23
0.66854,ge,2,3,33,1,32
0.79944,ge,2,3,33,1,42
0.502590001,ru,1,3,33,1,4
0.604940001,ru,1,3,33,1,25
0.639369999,ru,1,3,33,1,34
